0,0.755302,0.182245,0.42788,1.5212,0.00540282,1.6573,
0.0021566,0.755295,0.182264,0.427874,1.52125,0.00538257,1.65736,
0.0044325,0.755285,0.182293,0.427865,1.52133,0.00535928,1.65744,
0.0066323,0.755279,0.182311,0.427863,1.52135,0.00533518,1.65749,
0.0088899,0.755273,0.18233,0.427855,1.52141,0.0053088,1.65755,
0.0110381,0.755268,0.182349,0.427846,1.52146,0.00527427,1.65761,
0.0132757,0.75526,0.18238,0.427833,1.52154,0.00522437,1.6577,
0.0159002,0.755254,0.1824,0.427825,1.52159,0.00520474,1.65776,
0.0178759,0.755248,0.18242,0.427816,1.52165,0.00518631,1.65782,
0.0200371,0.755244,0.18244,0.427803,1.52171,0.00517197,1.65788,
0.0222901,0.755237,0.182468,0.42778,1.52181,0.0051421,1.65797,
0.0245511,0.755234,0.182485,0.427763,1.52187,0.00511531,1.65803,
0.0269192,0.75523,0.182501,0.427744,1.52194,0.00508445,1.65808,
0.0289216,0.755227,0.182518,0.427721,1.52202,0.00505528,1.65814,
0.0312827,0.755223,0.182535,0.427701,1.52208,0.00501364,1.65819,
0.0333994,0.755217,0.182561,0.427671,1.52217,0.00496267,1.65828,
0.0356364,0.755212,0.182579,0.427654,1.52223,0.00493426,1.65834,
0.037876,0.755207,0.182596,0.427638,1.52229,0.00490146,1.65841,
0.0399838,0.755202,0.182612,0.427625,1.52234,0.00486352,1.65847,
0.0422694,0.755193,0.182634,0.427609,1.52243,0.00480631,1.65856,
0.044467,0.755188,0.182647,0.427599,1.52249,0.00477359,1.65861,
0.0468971,0.755182,0.182658,0.427589,1.52254,0.00473885,1.65867,
0.0489263,0.755176,0.18267,0.427584,1.52259,0.00470137,1.65872,
0.0510979,0.755171,0.182682,0.427574,1.52264,0.00466903,1.65877,
0.053349,0.755164,0.182701,0.42756,1.52271,0.00461555,1.65885,
0.0555653,0.755159,0.182714,0.427551,1.52275,0.00458632,1.65891,
0.0579177,0.755153,0.182729,0.427543,1.5228,0.00455884,1.65897,
0.0599986,0.755147,0.182743,0.427535,1.52284,0.00452398,1.65903,
0.0616621,0.755138,0.182764,0.427525,1.5229,0.00447639,1.65912,
0.064861,0.755131,0.182777,0.427519,1.52294,0.00444199,1.65918,
0.0668173,0.755124,0.182789,0.427513,1.52298,0.00440508,1.65923,
0.068919,0.755116,0.182798,0.427508,1.523,0.0043675,1.65928,
0.0711113,0.755109,0.182807,0.427504,1.52303,0.00433176,1.65932,
0.0734117,0.755098,0.182818,0.427498,1.52305,0.00427849,1.65939,
0.0758163,0.755091,0.182826,0.42749,1.52308,0.00424308,1.65943,
0.0778666,0.755083,0.182837,0.427474,1.52311,0.00417655,1.6595,
0.0808993,0.755078,0.182847,0.427465,1.52314,0.00414034,1.65955,
0.0830128,0.755073,0.182858,0.427456,1.52316,0.00410422,1.6596,
0.0852475,0.755065,0.182875,0.427444,1.52319,0.00405164,1.65968,
0.0878563,0.75506,0.182889,0.427436,1.52322,0.00401754,1.65974,
0.0899081,0.755054,0.182901,0.42743,1.52323,0.00398648,1.65979,
0.0918873,0.755049,0.182915,0.427423,1.52326,0.00395195,1.65985,
0.0940874,0.755042,0.18293,0.427418,1.52328,0.00391858,1.65991,
0.0964076,0.755033,0.182951,0.427408,1.52331,0.00387351,1.65999,
0.0987923,0.755027,0.182967,0.427402,1.52334,0.00384215,1.66005,
0.100921,0.755021,0.182981,0.427396,1.52336,0.0038169,1.66011,
0.103013,0.755015,0.182996,0.427388,1.52338,0.00379075,1.66017,
0.10525,0.755008,0.183019,0.427371,1.52343,0.00374956,1.66026,
0.107505,0.755005,0.183035,0.427357,1.52346,0.00371989,1.66032,
0.10994,0.755002,0.183052,0.427341,1.5235,0.00369928,1.66038,
0.111919,0.755001,0.183069,0.427321,1.52354,0.00368012,1.66044,
0.114077,0.755,0.183087,0.427297,1.5236,0.0036665,1.6605,
0.116347,0.755,0.183115,0.427255,1.52368,0.0036507,1.66059,
0.118815,0.755,0.183137,0.42723,1.52373,0.00364352,1.66066,
0.12087,0.754999,0.183159,0.427207,1.52377,0.00363887,1.66072,
0.122974,0.754997,0.183181,0.427183,1.52382,0.00363922,1.66079,
0.125379,0.754996,0.183216,0.427148,1.5239,0.00363512,1.66088,
0.127502,0.754995,0.183237,0.427126,1.52395,0.00362811,1.66095,
0.129906,0.754994,0.183257,0.4271,1.524,0.00362899,1.66101,
0.131904,0.754995,0.183277,0.427072,1.52406,0.00363224,1.66106,
0.134138,0.754996,0.183296,0.427039,1.52413,0.00363722,1.66111,
0.136389,0.754999,0.183327,0.426984,1.52424,0.00365289,1.66119,
0.138541,0.755,0.18335,0.426946,1.52431,0.00367086,1.66124,
0.140956,0.755001,0.183374,0.426911,1.52438,0.00368582,1.6613,
0.142985,0.755001,0.183399,0.42688,1.52443,0.00370223,1.66136,
0.145201,0.754998,0.183441,0.426839,1.52451,0.00373559,1.66145,
0.147856,0.754997,0.183467,0.42681,1.52456,0.00377671,1.66149,
0.149922,0.754995,0.183496,0.426779,1.52462,0.0038031,1.66156,
0.151952,0.754994,0.183528,0.426743,1.52468,0.0038305,1.66162,
0.154089,0.754993,0.18356,0.426706,1.52474,0.00385757,1.66169,
0.156372,0.75499,0.183612,0.426652,1.52482,0.00390249,1.66179,
0.158555,0.754986,0.183647,0.426624,1.52487,0.00393639,1.66186,
0.160888,0.754982,0.183682,0.426598,1.52492,0.00397117,1.66193,
0.16301,0.754979,0.183716,0.42657,1.52497,0.00400839,1.662,
0.165273,0.754976,0.183762,0.426522,1.52505,0.00405953,1.66209,
0.167527,0.754975,0.18379,0.426487,1.52511,0.00409144,1.66215,
0.169899,0.754973,0.183818,0.426456,1.52516,0.004121,1.66221,
0.171913,0.754971,0.183846,0.426427,1.52521,0.00414955,1.66227,
